Date,Primary Delay Minutes,Reactionary Delay Minutes,Delay Minutes,Actual Mileage,Primary Delay per 100 miles,Footfall,Count of Trains/Timing Points - WTT,Planned,On Time - WTT,Within 3 - WTT,PPM,On Time WTT%,PPM%
31/03/2020,5529.00,3229.00,8758.00,521721.00,1.06,162117.00,212667.00,12880.00,183701.00,202744.00,12434.00,0.86,0.97
01/04/2020,4422.00,2519.00,6941.00,523603.00,0.84,157571.00,214107.00,12878.00,187320.00,205869.00,12571.00,0.87,0.98
02/04/2020,4340.00,2279.00,6619.00,522187.00,0.83,150120.00,212636.00,12758.00,186176.00,205101.00,12490.00,0.88,0.98
03/04/2020,5238.00,2560.00,7798.00,522378.00,1.00,152035.00,213229.00,12782.00,186943.00,205331.00,12479.00,0.88,0.98
06/04/2020,5346.00,3095.00,8441.00,511107.00,1.05,146254.00,209388.00,12717.00,182059.00,199967.00,12280.00,0.87,0.97
07/04/2020,5953.00,3151.00,9104.00,505757.00,1.18,143662.00,208866.00,12755.00,181535.00,199461.00,12272.00,0.87,0.96
08/04/2020,7375.00,2820.00,10195.00,505616.00,1.46,142745.00,208180.00,12746.00,181261.00,198737.00,12287.00,0.87,0.96
09/04/2020,6446.00,3321.00,9767.00,511106.00,1.26,144234.00,209087.00,12734.00,179936.00,198918.00,12274.00,0.86,0.96
14/04/2020,4385.00,2629.00,7014.00,504631.00,0.87,143926.00,208356.00,12721.00,183668.00,200090.00,12333.00,0.88,0.97
15/04/2020,4335.00,2080.00,6415.00,508004.00,0.85,142943.00,209327.00,12754.00,184919.00,201447.00,12434.00,0.88,0.97
16/04/2020,4844.00,2345.00,7189.00,507515.00,0.95,141571.00,209779.00,12749.00,186320.00,201731.00,12465.00,0.89,0.98
17/04/2020,4171.00,1592.00,5763.00,508824.00,0.82,143644.00,210043.00,12765.00,185972.00,202648.00,12504.00,0.89,0.98
20/04/2020,4674.00,2247.00,6921.00,510543.00,0.92,148752.00,209640.00,12772.00,186223.00,201994.00,12391.00,0.89,0.97
21/04/2020,5040.00,2119.00,7159.00,511519.00,0.99,146221.00,210351.00,12791.00,187297.00,202951.00,12409.00,0.89,0.97
22/04/2020,4711.00,2932.00,7643.00,511833.00,0.92,148480.00,211261.00,12795.00,186524.00,203299.00,12451.00,0.88,0.97
23/04/2020,3850.00,2613.00,6463.00,513225.00,0.75,149825.00,212129.00,12797.00,188615.00,204783.00,12532.00,0.89,0.98
24/04/2020,4749.00,2627.00,7376.00,512926.00,0.93,149538.00,211874.00,12810.00,187313.00,203496.00,12462.00,0.88,0.97
27/04/2020,4703.00,2664.00,7367.00,505976.00,0.93,149396.00,208858.00,12792.00,185140.00,201026.00,12399.00,0.89,0.97
28/04/2020,4926.00,3134.00,8060.00,507270.00,0.97,149713.00,208016.00,12817.00,179671.00,199203.00,12367.00,0.86,0.96
29/04/2020,4948.00,3092.00,8040.00,508895.00,0.97,152360.00,208768.00,12815.00,183387.00,200837.00,12438.00,0.88,0.97
30/04/2020,4093.00,1925.00,6018.00,509682.00,0.80,153449.00,209213.00,12819.00,184526.00,202473.00,12541.00,0.88,0.98
01/05/2020,4023.00,2271.00,6294.00,509556.00,0.79,156933.00,211360.00,12821.00,187698.00,203936.00,12573.00,0.89,0.98
04/05/2020,4253.00,3077.00,7330.00,509030.00,0.84,159641.00,210824.00,12838.00,184749.00,201645.00,12472.00,0.88,0.97
05/05/2020,6399.00,2796.00,9195.00,509266.00,1.26,160901.00,209634.00,12869.00,183974.00,200336.00,12449.00,0.88,0.97
06/05/2020,5153.00,2642.00,7795.00,511167.00,1.01,163101.00,212357.00,12866.00,185177.00,203008.00,12528.00,0.87,0.97
07/05/2020,4546.00,2721.00,7267.00,511809.00,0.89,167435.00,212611.00,12870.00,185587.00,203790.00,12568.00,0.87,0.98
11/05/2020,6576.00,4378.00,10954.00,508703.00,1.29,178031.00,210692.00,12884.00,181235.00,199858.00,12272.00,0.86,0.95
12/05/2020,6093.00,4674.00,10767.00,511239.00,1.19,178432.00,213458.00,12907.00,184568.00,202254.00,12386.00,0.86,0.96
13/05/2020,4248.00,2569.00,6817.00,511892.00,0.83,187286.00,213710.00,12907.00,187421.00,205458.00,12598.00,0.88,0.98
14/05/2020,5379.00,2680.00,8059.00,511643.00,1.05,190734.00,214120.00,12912.00,186662.00,205001.00,12572.00,0.87,0.97
15/05/2020,4292.00,2742.00,7034.00,512787.00,0.84,193247.00,214092.00,12917.00,189718.00,206625.00,12591.00,0.89,0.97
18/05/2020,7539.00,6510.00,14049.00,673735.00,1.12,220544.00,275071.00,16098.00,231092.00,258931.00,15413.00,0.84,0.96
19/05/2020,9685.00,5252.00,14937.00,672418.00,1.44,218196.00,275055.00,16147.00,232011.00,259068.00,15509.00,0.84,0.96
20/05/2020,12117.00,7711.00,19828.00,669140.00,1.81,225289.00,272920.00,16144.00,222890.00,252095.00,15208.00,0.82,0.94
21/05/2020,8296.00,5864.00,14160.00,670826.00,1.24,222054.00,272496.00,16147.00,226179.00,255443.00,15566.00,0.83,0.96
22/05/2020,8336.00,5769.00,14105.00,673650.00,1.24,232367.00,274905.00,16183.00,231306.00,259053.00,15455.00,0.84,0.96
26/05/2020,7196.00,5937.00,13133.00,674382.00,1.07,240598.00,275338.00,16189.00,232851.00,260952.00,15537.00,0.85,0.96
27/05/2020,7658.00,5852.00,13510.00,675092.00,1.13,238326.00,275621.00,16185.00,233254.00,260545.00,15509.00,0.85,0.96
28/05/2020,12588.00,9438.00,22026.00,665741.00,1.89,249912.00,269692.00,16178.00,219385.00,249040.00,14902.00,0.81,0.92
29/05/2020,9252.00,10124.00,19376.00,670129.00,1.38,263954.00,272829.00,16216.00,217698.00,248549.00,15028.00,0.80,0.93
01/06/2020,6877.00,5686.00,12563.00,682780.00,1.01,275544.00,277927.00,16362.00,233675.00,262690.00,15715.00,0.84,0.96
02/06/2020,7084.00,5216.00,12300.00,684677.00,1.03,277969.00,279353.00,16394.00,234215.00,263896.00,15784.00,0.84,0.96
03/06/2020,5581.00,4415.00,9996.00,683270.00,0.82,283120.00,277912.00,16335.00,236805.00,265031.00,15758.00,0.85,0.96
04/06/2020,5523.00,4316.00,9839.00,682730.00,0.81,283794.00,278111.00,16382.00,239558.00,265895.00,15895.00,0.86,0.97
05/06/2020,9629.00,6853.00,16482.00,674151.00,1.43,287823.00,274589.00,16402.00,231440.00,258528.00,15307.00,0.84,0.93
08/06/2020,6179.00,4265.00,10444.00,675282.00,0.92,296588.00,276701.00,16441.00,237921.00,264122.00,15660.00,0.86,0.95
09/06/2020,4766.00,4405.00,9171.00,684038.00,0.70,299829.00,280562.00,16471.00,244014.00,269725.00,15933.00,0.87,0.97
10/06/2020,6830.00,6660.00,13490.00,684785.00,1.00,298157.00,280330.00,16470.00,236200.00,265588.00,15781.00,0.84,0.96
11/06/2020,6183.00,4852.00,11035.00,687412.00,0.90,303523.00,281152.00,16472.00,244381.00,269600.00,15855.00,0.87,0.96
12/06/2020,5579.00,4409.00,9988.00,685601.00,0.81,316347.00,279794.00,16393.00,241529.00,268070.00,15860.00,0.86,0.97
15/06/2020,6697.00,7267.00,13964.00,699111.00,0.96,356547.00,289196.00,17011.00,244135.00,273012.00,16209.00,0.84,0.95
16/06/2020,9336.00,6444.00,15780.00,697572.00,1.34,343656.00,289105.00,17036.00,245064.00,273575.00,16371.00,0.85,0.96
17/06/2020,6456.00,4906.00,11362.00,701743.00,0.92,348630.00,290254.00,17073.00,248163.00,276583.00,16457.00,0.86,0.96
18/06/2020,8042.00,7884.00,15926.00,686844.00,1.17,352272.00,283538.00,17047.00,236119.00,265736.00,15812.00,0.83,0.93
19/06/2020,7033.00,5185.00,12218.00,693816.00,1.01,382238.00,286626.00,17056.00,245654.00,272924.00,16190.00,0.86,0.95
22/06/2020,6313.00,4909.00,11222.00,697469.00,0.91,386247.00,290033.00,17116.00,248525.00,277502.00,16501.00,0.86,0.96
23/06/2020,7265.00,6369.00,13634.00,701040.00,1.04,385319.00,291374.00,17141.00,242647.00,274100.00,16465.00,0.83,0.96
24/06/2020,13528.00,10036.00,23564.00,697797.00,1.94,409532.00,289516.00,17139.00,225275.00,261776.00,15813.00,0.78,0.92
25/06/2020,12871.00,10513.00,23384.00,697373.00,1.85,422498.00,288249.00,17145.00,225804.00,261914.00,15808.00,0.78,0.92
26/06/2020,9795.00,8746.00,18541.00,693213.00,1.41,428988.00,286997.00,17157.00,232729.00,265199.00,15860.00,0.81,0.92
29/06/2020,7430.00,6140.00,13570.00,697810.00,1.06,412680.00,287174.00,17082.00,242356.00,271260.00,16113.00,0.84,0.94
30/06/2020,5985.00,5567.00,11552.00,693366.00,0.86,418366.00,288593.00,17110.00,243945.00,274257.00,16350.00,0.85,0.96
01/07/2020,6657.00,4218.00,10875.00,704661.00,0.94,431665.00,292643.00,17117.00,249697.00,279155.00,16646.00,0.85,0.97
02/07/2020,6811.00,4366.00,11177.00,704599.00,0.97,433934.00,292282.00,17121.00,248293.00,278339.00,16577.00,0.85,0.97
03/07/2020,6005.00,4374.00,10379.00,706522.00,0.85,471824.00,292725.00,17139.00,249674.00,279623.00,16585.00,0.85,0.97
06/07/2020,8492.00,7457.00,15949.00,780911.00,1.09,497761.00,319860.00,18915.00,265788.00,301474.00,18038.00,0.83,0.95
07/07/2020,7683.00,8571.00,16254.00,784306.00,0.98,472574.00,321780.00,18975.00,266243.00,303356.00,18232.00,0.83,0.96
08/07/2020,10070.00,8475.00,18545.00,776197.00,1.30,500608.00,318546.00,18976.00,260701.00,297803.00,17863.00,0.82,0.94
09/07/2020,5720.00,6843.00,12563.00,783028.00,0.73,513456.00,320341.00,18980.00,267898.00,304258.00,18167.00,0.84,0.96
10/07/2020,6794.00,5843.00,12637.00,785170.00,0.87,553423.00,321718.00,18980.00,268892.00,305539.00,18358.00,0.84,0.97
13/07/2020,10174.00,8267.00,18441.00,770922.00,1.32,525900.00,316615.00,18892.00,256689.00,293774.00,17810.00,0.81,0.94
14/07/2020,6718.00,10162.00,16880.00,780142.00,0.86,526627.00,319258.00,18920.00,264866.00,299806.00,17880.00,0.83,0.95
15/07/2020,7071.00,6850.00,13921.00,780300.00,0.91,549664.00,320122.00,18947.00,262676.00,300425.00,18108.00,0.82,0.96
16/07/2020,8136.00,6927.00,15063.00,783299.00,1.04,577892.00,319850.00,18952.00,266677.00,302297.00,18133.00,0.83,0.96
17/07/2020,8752.00,9772.00,18524.00,788031.00,1.11,652152.00,320609.00,18975.00,256466.00,297000.00,17972.00,0.80,0.95
20/07/2020,8190.00,8133.00,16323.00,783026.00,1.05,580127.00,320733.00,19036.00,263407.00,300357.00,18147.00,0.82,0.95
21/07/2020,9865.00,8308.00,18173.00,779229.00,1.27,586957.00,319021.00,19017.00,257850.00,296893.00,17952.00,0.81,0.94
22/07/2020,9499.00,11312.00,20811.00,776846.00,1.22,600679.00,315616.00,19013.00,250456.00,289639.00,17509.00,0.79,0.92
23/07/2020,7980.00,7533.00,15513.00,785602.00,1.02,618529.00,320392.00,18999.00,262457.00,300145.00,18124.00,0.82,0.95
24/07/2020,8648.00,8665.00,17313.00,786366.00,1.10,693439.00,320955.00,18975.00,261900.00,300019.00,18003.00,0.82,0.95
27/07/2020,9869.00,12156.00,22025.00,785687.00,1.26,589202.00,319664.00,18751.00,248923.00,292291.00,17497.00,0.78,0.93
28/07/2020,7730.00,9754.00,17484.00,790092.00,0.98,619236.00,320505.00,18789.00,261604.00,300192.00,17909.00,0.82,0.95
29/07/2020,7788.00,7282.00,15070.00,792219.00,0.98,651846.00,321945.00,18785.00,258679.00,300585.00,17987.00,0.80,0.96
30/07/2020,8851.00,13350.00,22201.00,788769.00,1.12,689080.00,320241.00,18793.00,246935.00,291805.00,17485.00,0.77,0.93
31/07/2020,21575.00,27345.00,48920.00,766539.00,2.81,784305.00,310253.00,18824.00,206328.00,254360.00,15631.00,0.67,0.83
03/08/2020,8678.00,9932.00,18610.00,799854.00,1.08,686893.00,322845.00,19632.00,255703.00,297316.00,17930.00,0.79,0.91
04/08/2020,10852.00,11175.00,22027.00,808249.00,1.34,666746.00,328660.00,19684.00,261438.00,303824.00,18278.00,0.80,0.93
05/08/2020,10675.00,11247.00,21922.00,817427.00,1.31,702736.00,332519.00,19683.00,262618.00,305834.00,18525.00,0.79,0.94
06/08/2020,8305.00,9739.00,18044.00,822207.00,1.01,704849.00,334739.00,19686.00,267911.00,310747.00,18742.00,0.80,0.95
07/08/2020,15135.00,19413.00,34548.00,815534.00,1.86,772658.00,330647.00,19708.00,236489.00,285810.00,17567.00,0.72,0.89
10/08/2020,14118.00,17048.00,31166.00,793708.00,1.78,717880.00,322999.00,19661.00,241252.00,287373.00,17436.00,0.75,0.89
11/08/2020,12927.00,14767.00,27694.00,810863.00,1.59,710914.00,331336.00,19695.00,248590.00,297086.00,18102.00,0.75,0.92
12/08/2020,19036.00,21895.00,40931.00,766568.00,2.48,708843.00,317297.00,19698.00,224960.00,271562.00,16782.00,0.71,0.85
13/08/2020,14486.00,15928.00,30414.00,779817.00,1.86,692866.00,321129.00,19527.00,241439.00,286424.00,17383.00,0.75,0.89
14/08/2020,10344.00,12606.00,22950.00,792410.00,1.31,776646.00,326867.00,19494.00,253139.00,298612.00,18098.00,0.77,0.93
17/08/2020,11305.00,9922.00,21227.00,801037.00,1.41,726229.00,327214.00,19501.00,258323.00,302489.00,18288.00,0.79,0.94
18/08/2020,10594.00,11807.00,22401.00,798275.00,1.33,741928.00,326774.00,19567.00,259279.00,301176.00,18263.00,0.79,0.93
19/08/2020,9823.00,10231.00,20054.00,801179.00,1.23,760474.00,329921.00,19564.00,256078.00,303969.00,18374.00,0.78,0.94
20/08/2020,12235.00,11246.00,23481.00,801231.00,1.53,769379.00,329468.00,19585.00,255328.00,301456.00,18331.00,0.78,0.94
21/08/2020,17359.00,11878.00,29237.00,791808.00,2.19,813799.00,328086.00,19593.00,251678.00,296861.00,18028.00,0.77,0.92
24/08/2020,10656.00,10392.00,21048.00,804399.00,1.32,781117.00,330411.00,19562.00,257164.00,302348.00,18321.00,0.78,0.94
25/08/2020,23384.00,20685.00,44069.00,781961.00,2.99,764588.00,322116.00,19598.00,232129.00,278547.00,17093.00,0.72,0.87
26/08/2020,12604.00,15752.00,28356.00,797241.00,1.58,850018.00,326909.00,19661.00,245514.00,292216.00,17864.00,0.75,0.91
27/08/2020,11136.00,12016.00,23152.00,801617.00,1.39,799892.00,327043.00,19682.00,249870.00,299217.00,18214.00,0.76,0.93
28/08/2020,12508.00,13812.00,26320.00,800154.00,1.56,892946.00,329659.00,19667.00,252902.00,299811.00,18242.00,0.77,0.93
01/09/2020,10154.00,11288.00,21442.00,798326.00,1.27,809518.00,326706.00,19715.00,254672.00,298466.00,18284.00,0.78,0.93
02/09/2020,12398.00,12582.00,24980.00,779074.00,1.59,803145.00,323717.00,19721.00,247374.00,294773.00,17865.00,0.76,0.91
03/09/2020,8845.00,9980.00,18825.00,807190.00,1.10,807235.00,331939.00,19685.00,262420.00,307383.00,18694.00,0.79,0.95
04/09/2020,8485.00,9191.00,17676.00,812924.00,1.04,888496.00,334652.00,19705.00,264816.00,310368.00,18805.00,0.79,0.95
07/09/2020,8911.00,13132.00,22043.00,824238.00,1.08,738603.00,339288.00,20499.00,263942.00,310905.00,18961.00,0.78,0.93
08/09/2020,10962.00,13409.00,24371.00,837135.00,1.31,793968.00,344062.00,20547.00,266605.00,315135.00,19156.00,0.77,0.93
09/09/2020,9527.00,11166.00,20693.00,841696.00,1.13,813373.00,347129.00,20585.00,275307.00,321707.00,19550.00,0.79,0.95
10/09/2020,9663.00,10598.00,20261.00,842115.00,1.15,843027.00,346787.00,20585.00,272861.00,319622.00,19525.00,0.79,0.95
11/09/2020,9295.00,13864.00,23159.00,842080.00,1.10,900838.00,346163.00,20599.00,272064.00,319336.00,19461.00,0.79,0.94
14/09/2020,14488.00,18928.00,33416.00,850231.00,1.70,811094.00,346668.00,21126.00,259165.00,310223.00,18907.00,0.75,0.90
15/09/2020,12972.00,17190.00,30162.00,870508.00,1.49,820328.00,355722.00,21169.00,267081.00,319864.00,19480.00,0.75,0.92
16/09/2020,16544.00,16726.00,33270.00,835501.00,1.98,842673.00,339840.00,21164.00,257554.00,305795.00,18695.00,0.76,0.88
17/09/2020,14390.00,17769.00,32159.00,852082.00,1.69,870542.00,350346.00,21144.00,265773.00,316187.00,19324.00,0.76,0.91
18/09/2020,12907.00,15926.00,28833.00,859100.00,1.50,938934.00,353683.00,21156.00,264137.00,317225.00,19527.00,0.75,0.92
21/09/2020,10940.00,15981.00,26921.00,873631.00,1.25,812031.00,355416.00,21156.00,270226.00,321784.00,19505.00,0.76,0.92
22/09/2020,10045.00,15702.00,25747.00,875891.00,1.15,820886.00,355691.00,21166.00,272700.00,324353.00,19683.00,0.77,0.93
23/09/2020,9068.00,11565.00,20633.00,879796.00,1.03,803878.00,360184.00,21189.00,276646.00,331950.00,20107.00,0.77,0.95
24/09/2020,12760.00,13537.00,26297.00,873691.00,1.46,840533.00,357234.00,21202.00,271963.00,325706.00,19838.00,0.76,0.94
25/09/2020,15406.00,20521.00,35927.00,870018.00,1.77,928396.00,355520.00,21180.00,257329.00,313818.00,19008.00,0.72,0.90
28/09/2020,9585.00,11530.00,21115.00,873724.00,1.10,771725.00,357535.00,21160.00,278633.00,329793.00,19982.00,0.78,0.94
29/09/2020,12928.00,15060.00,27988.00,866662.00,1.49,785563.00,355496.00,21216.00,269723.00,322987.00,19765.00,0.76,0.93
30/09/2020,9711.00,13163.00,22874.00,875857.00,1.11,799865.00,357573.00,21216.00,267769.00,326217.00,19947.00,0.75,0.94
01/10/2020,10590.00,14201.00,24791.00,874268.00,1.21,824532.00,356629.00,21211.00,274244.00,325865.00,19830.00,0.77,0.93
02/10/2020,13636.00,18784.00,32420.00,874412.00,1.56,874616.00,357037.00,21243.00,254440.00,315168.00,19330.00,0.71,0.91
05/10/2020,12156.00,18220.00,30376.00,873209.00,1.39,752519.00,357075.00,21095.00,261771.00,319250.00,19407.00,0.73,0.92
06/10/2020,10202.00,16275.00,26477.00,874307.00,1.17,776925.00,357898.00,21135.00,269245.00,324038.00,19557.00,0.75,0.93
07/10/2020,11088.00,14245.00,25333.00,862210.00,1.29,812938.00,356027.00,21121.00,269361.00,324481.00,19689.00,0.76,0.93
08/10/2020,9857.00,12917.00,22774.00,876450.00,1.12,823942.00,359446.00,21145.00,271333.00,327501.00,19935.00,0.75,0.94
09/10/2020,11925.00,16296.00,28221.00,877430.00,1.36,601784.00,359480.00,21185.00,266207.00,323749.00,19641.00,0.74,0.93
12/10/2020,12140.00,20350.00,32490.00,874592.00,1.39,731726.00,357577.00,21143.00,254565.00,314544.00,19210.00,0.71,0.91
13/10/2020,15118.00,17969.00,33087.00,854242.00,1.77,761933.00,353743.00,21181.00,255881.00,315352.00,19176.00,0.72,0.91
14/10/2020,10483.00,14240.00,24723.00,877153.00,1.20,776909.00,359127.00,21191.00,267919.00,324774.00,19777.00,0.75,0.93
15/10/2020,9847.00,14743.00,24590.00,878170.00,1.12,797193.00,359602.00,21189.00,270574.00,326882.00,19861.00,0.75,0.94
16/10/2020,12018.00,17370.00,29388.00,873752.00,1.38,745589.00,358894.00,21205.00,265557.00,321480.00,19489.00,0.74,0.92
19/10/2020,11499.00,13558.00,25057.00,875908.00,1.31,728125.00,359486.00,21083.00,272398.00,326870.00,19764.00,0.76,0.94
20/10/2020,11359.00,15999.00,27358.00,875821.00,1.30,749576.00,357614.00,21151.00,263171.00,319432.00,19497.00,0.74,0.92
21/10/2020,10158.00,16047.00,26205.00,874247.00,1.16,738969.00,358051.00,21148.00,256914.00,319085.00,19520.00,0.72,0.92
22/10/2020,11281.00,16355.00,27636.00,871189.00,1.29,767180.00,355099.00,21150.00,260233.00,318160.00,19214.00,0.73,0.91
23/10/2020,11393.00,17909.00,29302.00,874995.00,1.30,679832.00,356570.00,21122.00,255255.00,316790.00,19248.00,0.72,0.91
26/10/2020,12432.00,18544.00,30976.00,859956.00,1.45,762519.00,351805.00,21060.00,249246.00,308831.00,19115.00,0.71,0.91
27/10/2020,10499.00,17596.00,28095.00,863843.00,1.22,764312.00,354539.00,21042.00,248388.00,313312.00,19419.00,0.70,0.92
28/10/2020,9911.00,16679.00,26590.00,865185.00,1.15,809658.00,355426.00,21029.00,252099.00,314730.00,19383.00,0.71,0.92
29/10/2020,15594.00,19881.00,35475.00,833928.00,1.87,816473.00,343718.00,21027.00,235754.00,298064.00,18677.00,0.69,0.89
30/10/2020,13885.00,24438.00,38323.00,857532.00,1.62,843864.00,350340.00,21088.00,233480.00,297620.00,18530.00,0.67,0.88
02/11/2020,17043.00,28504.00,45547.00,858256.00,1.99,776051.00,351050.00,20919.00,220995.00,286433.00,17854.00,0.63,0.85
03/11/2020,11587.00,19346.00,30933.00,875075.00,1.32,847444.00,357173.00,20950.00,241672.00,309678.00,19041.00,0.68,0.91
04/11/2020,13210.00,21876.00,35086.00,872487.00,1.51,933358.00,355100.00,20983.00,236637.00,303000.00,18735.00,0.67,0.89
05/11/2020,11427.00,20274.00,31701.00,862070.00,1.33,557468.00,352406.00,20973.00,251471.00,310585.00,18835.00,0.71,0.90
06/11/2020,9515.00,15459.00,24974.00,878498.00,1.08,524054.00,358339.00,21015.00,263128.00,320194.00,19470.00,0.73,0.93
09/11/2020,11357.00,15115.00,26472.00,868133.00,1.31,519600.00,353714.00,20889.00,262452.00,318419.00,19289.00,0.74,0.92
10/11/2020,10936.00,16616.00,27552.00,872677.00,1.25,532954.00,355894.00,20920.00,265150.00,319525.00,19430.00,0.75,0.93
11/11/2020,17033.00,27611.00,44644.00,856701.00,1.99,540722.00,349829.00,20889.00,234413.00,294714.00,18221.00,0.67,0.87
12/11/2020,12710.00,17678.00,30388.00,856491.00,1.48,549407.00,350106.00,20704.00,253329.00,310089.00,19043.00,0.72,0.92
13/11/2020,10929.00,16388.00,27317.00,866417.00,1.26,556141.00,354960.00,20859.00,259999.00,318372.00,19454.00,0.73,0.93
16/11/2020,12061.00,21657.00,33718.00,833325.00,1.45,542038.00,343102.00,20362.00,237277.00,295075.00,18050.00,0.69,0.89
17/11/2020,12577.00,16798.00,29375.00,838576.00,1.50,544950.00,345818.00,20382.00,252142.00,307459.00,18768.00,0.73,0.92
18/11/2020,13506.00,20646.00,34152.00,838667.00,1.61,553886.00,345437.00,20409.00,239431.00,299858.00,18389.00,0.69,0.90
19/11/2020,10645.00,14792.00,25437.00,834594.00,1.28,568105.00,344863.00,20387.00,250614.00,308309.00,18829.00,0.73,0.92
20/11/2020,11779.00,17194.00,28973.00,834167.00,1.41,570306.00,346469.00,20448.00,247771.00,307889.00,18763.00,0.72,0.92
23/11/2020,12197.00,19260.00,31457.00,829105.00,1.47,539385.00,340750.00,20264.00,244308.00,299976.00,18166.00,0.72,0.90
24/11/2020,9009.00,11484.00,20493.00,832431.00,1.08,546677.00,344779.00,20277.00,263673.00,315554.00,19060.00,0.76,0.94
25/11/2020,10073.00,12415.00,22488.00,841783.00,1.20,552473.00,345257.00,20306.00,258159.00,312136.00,19009.00,0.75,0.94
26/11/2020,11983.00,15382.00,27365.00,838142.00,1.43,567007.00,345584.00,20304.00,257801.00,310848.00,18800.00,0.75,0.93
27/11/2020,9897.00,14350.00,24247.00,838798.00,1.18,581253.00,344313.00,20311.00,257676.00,311944.00,18736.00,0.75,0.92
30/11/2020,9591.00,14211.00,23802.00,838100.00,1.14,569903.00,345088.00,20199.00,252702.00,309935.00,18771.00,0.73,0.93
01/12/2020,10028.00,14611.00,24639.00,839469.00,1.19,588003.00,345417.00,20294.00,259133.00,312816.00,18896.00,0.75,0.93
02/12/2020,9707.00,13879.00,23586.00,839836.00,1.16,687005.00,345374.00,20247.00,256293.00,311967.00,18748.00,0.74,0.93
03/12/2020,10918.00,17760.00,28678.00,834469.00,1.31,733307.00,346348.00,20297.00,245155.00,305430.00,18541.00,0.71,0.91
04/12/2020,14225.00,16081.00,30306.00,822758.00,1.73,808085.00,341001.00,20367.00,246695.00,302842.00,18336.00,0.72,0.90
07/12/2020,11369.00,15786.00,27155.00,837561.00,1.36,711008.00,346646.00,20370.00,255691.00,311760.00,18730.00,0.74,0.92
08/12/2020,8960.00,12722.00,21682.00,849701.00,1.05,743026.00,350764.00,20406.00,263027.00,319186.00,19166.00,0.75,0.94
09/12/2020,9925.00,12169.00,22094.00,848591.00,1.17,778538.00,349668.00,20404.00,264818.00,319565.00,19118.00,0.76,0.94
10/12/2020,7934.00,11645.00,19579.00,851417.00,0.93,791718.00,350686.00,20430.00,265432.00,321184.00,19279.00,0.76,0.94
11/12/2020,9366.00,12341.00,21707.00,848877.00,1.10,868169.00,350359.00,20464.00,263894.00,319863.00,19109.00,0.75,0.93
14/12/2020,10704.00,18827.00,29531.00,860088.00,1.24,752679.00,352749.00,20680.00,256813.00,312671.00,18641.00,0.73,0.90
15/12/2020,10664.00,17303.00,27967.00,860358.00,1.24,817401.00,355511.00,20712.00,261827.00,317971.00,18986.00,0.74,0.92
16/12/2020,10005.00,13343.00,23348.00,854694.00,1.17,694067.00,351871.00,20697.00,264070.00,319401.00,19000.00,0.75,0.92
17/12/2020,9584.00,14957.00,24541.00,851839.00,1.13,709476.00,351048.00,20609.00,266557.00,320170.00,19016.00,0.76,0.92
18/12/2020,10980.00,15772.00,26752.00,848493.00,1.29,682769.00,350247.00,20628.00,257410.00,314873.00,18824.00,0.73,0.91
21/12/2020,8977.00,13119.00,22096.00,839213.00,1.07,488012.00,346909.00,20574.00,265977.00,317368.00,18894.00,0.77,0.92
22/12/2020,9524.00,15130.00,24654.00,848220.00,1.12,477247.00,348419.00,20504.00,269777.00,318585.00,18941.00,0.77,0.92
23/12/2020,22317.00,19546.00,41863.00,808583.00,2.76,466986.00,337930.00,20485.00,255304.00,301116.00,18064.00,0.76,0.88
24/12/2020,11694.00,10008.00,21702.00,711763.00,1.64,363643.00,297398.00,18252.00,235385.00,272142.00,16472.00,0.79,0.90
29/12/2020,10924.00,12036.00,22960.00,749939.00,1.46,340045.00,307525.00,18766.00,238582.00,279801.00,17269.00,0.78,0.92
30/12/2020,9158.00,10727.00,19885.00,768558.00,1.19,368814.00,314530.00,19014.00,243779.00,287458.00,17723.00,0.78,0.93
31/12/2020,9704.00,9611.00,19315.00,735510.00,1.32,309931.00,300272.00,18286.00,236587.00,275100.00,16840.00,0.79,0.92
04/01/2021,8525.00,12011.00,20536.00,856590.00,1.00,428844.00,349468.00,20320.00,271578.00,321246.00,19003.00,0.78,0.94
05/01/2021,8648.00,11321.00,19969.00,857132.00,1.01,395588.00,350339.00,20296.00,275922.00,323448.00,19159.00,0.79,0.94
06/01/2021,12052.00,15383.00,27435.00,856896.00,1.41,375616.00,351343.00,20383.00,270223.00,317542.00,18925.00,0.77,0.93
07/01/2021,13050.00,15969.00,29019.00,843594.00,1.55,365122.00,345433.00,20184.00,262306.00,310060.00,18562.00,0.76,0.92
08/01/2021,14872.00,15641.00,30513.00,842531.00,1.77,363374.00,345329.00,20050.00,268412.00,313367.00,18553.00,0.78,0.93
11/01/2021,9479.00,16192.00,25671.00,830471.00,1.14,365172.00,345098.00,20139.00,268109.00,314916.00,18669.00,0.78,0.93
12/01/2021,9427.00,13304.00,22731.00,839634.00,1.12,365800.00,346640.00,20193.00,272177.00,317737.00,18891.00,0.79,0.94
13/01/2021,10901.00,13138.00,24039.00,825335.00,1.32,360739.00,342424.00,20208.00,264985.00,312387.00,18632.00,0.77,0.92
14/01/2021,17630.00,20242.00,37872.00,821498.00,2.15,362364.00,341151.00,20203.00,247984.00,298907.00,17950.00,0.73,0.89
15/01/2021,12121.00,15591.00,27712.00,827650.00,1.46,367645.00,344495.00,20218.00,267790.00,313643.00,18492.00,0.78,0.91
